Name,Category,Neighbourhood,IssuedYear,ExpiredYear,FullAddress,LAT,LONG,gislink
DR H CAITLIN HARMON INC,Professional,North Jubilee,2022,2022,"101-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-341
DR H G HUNT INC,Professional,North Jubilee,2012,2022,"101-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-341
DR JOHN E ANTONSEN,Professional,North Jubilee,2012,2022,"205-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR JOHN K REID MEDICAL CORP,Professional,North Jubilee,2014,2022,"401-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-218-855
DR K TUCK UNLIMITED LIABILITY COMPANY,Professional,North Jubilee,2020,2022,"324-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-481
DR KARLINA BREIKSS INC,Professional,North Jubilee,2021,2022,"403-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR KELLIE J WHITEHILL INC,Professional,North Jubilee,2020,2022,"101-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-341
DR KRISHNA POINEN INC.,Professional,North Jubilee,2021,2022,"201-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR MARION BLOUW MD CCFP FCFP,Professional,North Jubilee,2013,2022,"101-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-341
DR OLINKA HREBICEK,Professional,North Jubilee,2012,2022,"208-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-430
DR PARBEEN K PATHAK,Professional,North Jubilee,2012,2022,"308-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR RENE WEIR,Professional,North Jubilee,2012,2022,"205-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR ROY A SMARDON,Professional,North Jubilee,2013,2022,"302-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
"DR RUSTY J RITENOUR, MD, FRCSC",Professional,North Jubilee,2013,2022,"206-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR S GREEN,Professional,North Jubilee,2012,2022,"326-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-570
DR SARAH CAPES,Professional,North Jubilee,2012,2022,"308-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR TESS PETERS INC,Professional,North Jubilee,2017,2022,"206-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,025-748-921
DR WILLIAM ORROM INC,Professional,North Jubilee,2012,2022,"302-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-410
DR YIN AND DR PANG INC,Professional,North Jubilee,2022,2022,"106-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-391
"DR. AARON YOUNG MD, FRCPC RESPIROLOGY",Professional,North Jubilee,2012,2022,"401-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-218-855
"DR. ALEXANDRE HENRI-BHARGAVA, NEUROLOGY",Professional,North Jubilee,2013,2022,"324-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-481
DR. CORISANDE BALDWIN PROF COR,Professional,North Jubilee,2021,2022,"401-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR. DAN-LINH HA INC.,Professional,North Jubilee,2013,2022,"308-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-511
DR. HENRY STRINGER PAEDIATRICS,Professional,North Jubilee,2021,2022,"403-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR. KRYSTAL CULLEN INC.,Professional,North Jubilee,2021,2022,"403-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
DR.KINGSLEY R. LEE INC,Professional,North Jubilee,2021,2022,"212-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-413
ECHO HEALTH,Professional,North Jubilee,2020,2022,"210-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-464
"EGAN, DR FRANK",Professional,North Jubilee,2012,2022,"205-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-533
FOUL BAY PHYSIOTHERAPY CORP,Professional,North Jubilee,2014,2022,"220-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,028-113-071
FUNCTION CENTER FOR HEALTH,Professional,North Jubilee,2018,2022,"202-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
GANZ CLARK MEDICAL SERVICES INC,Professional,North Jubilee,2012,2022,"203-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
"GHESQUIERE, DR WAYNE",Professional,North Jubilee,2012,2022,"206-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,025-748-921
"HAYASHI, DR ALLEN H",Professional,North Jubilee,2012,2022,"302-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-410
HILLSIDE VETERINARY HOSPITAL,Professional,North Jubilee,2012,2022,"1700 KINGS RD
VICTORIA BC  V8R 2P1",48.43827878,-123.3333132,8561053
IAIN MAGEE MEDICAL PROF CORP,Professional,North Jubilee,2021,2022,"200-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-530-115
ISLAND ENDODONTICS,Professional,North Jubilee,2017,2022,"308-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-511
JACQUELINE PIERCE MD INC,Professional,North Jubilee,2019,2022,"402-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
"JAGDIS, AMANDA",Professional,North Jubilee,2022,2022,"212-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-413
JOHANN CUNNINGHAM MD CM LTD,Professional,North Jubilee,2012,2022,"302-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-410
"JOHNSON, LORELEI N",Professional,North Jubilee,2022,2022,"101-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-341
"KENT, STEVEN",Professional,North Jubilee,2021,2022,"403-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
"LUCO, DR GERALD",Professional,North Jubilee,2012,2022,"203-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-541
"MACCULLOCH, KATHERINE",Professional,North Jubilee,2021,2022,"1900 FORT ST
VICTORIA BC  V8R 1J8",48.43245038,-123.3272703,6398015
"MACDONALD, RODERICK",Professional,North Jubilee,2022,2022,"205-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
"MANN, DR MANJEET",Professional,North Jubilee,2012,2022,"206-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-525
MAYCOCK & COMPANY LLP,Professional,North Jubilee,2018,2022,"104-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-218-871
"MILDENBERGER, DR RICHARD R",Professional,North Jubilee,2012,2022,"201-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-487
"PATHAK, DR IRVIN",Professional,North Jubilee,2013,2022,"403-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-401
"PEARSON, DR DAVID C",Professional,North Jubilee,2012,2022,"304-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-537
"PERCHINSKY, DR MICHAEL J",Professional,North Jubilee,2012,2022,"106-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-576
PURELY OPTOMETRY,Professional,North Jubilee,2015,2022,"105-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-383
"QUINLAN, DR DAVID",Professional,North Jubilee,2012,2022,"101-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-341
RICHMOND ROAD MEDICAL CLINIC,Professional,North Jubilee,2019,2022,"101-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-550
ROYAL JUBILEE DENTURE CLINIC INC,Professional,North Jubilee,2012,2022,"300-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-553
"TAYLOR, DR JAMES D",Professional,North Jubilee,2012,2022,"312-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,000-780-561
UC BABY VICTORIA,Professional,North Jubilee,2016,2022,"216-1964 FORT ST
VICTORIA BC  V8R 6R3",48.43252054,-123.3234819,028-113-080
VANCOUVER ISLAND THORACIC SURGICAL ASSOCIATES LTD,Professional,North Jubilee,2012,2022,"309-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,011-948-264
WEST COAST MEDICAL IMAGING INC,Professional,North Jubilee,2014,2022,"301-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
WEST COAST MEDICAL IMAGING INC,Professional,North Jubilee,2014,2022,"305-1990 FORT ST
VICTORIA BC  V8R 6V4",48.43237837,-123.3228296,6396093
WESTHEART CARDIOLOGY,Professional,North Jubilee,2016,2022,"202-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-775-495
WONG & COMPANY CPA,Professional,North Jubilee,2012,2022,"102-1780 FORT ST
VICTORIA BC  V8R 1J5",48.42957575,-123.3307262,7410008
WOODLANDS MEDICAL CLINIC,Professional,North Jubilee,2021,2022,"207-2020 RICHMOND RD
VICTORIA BC  V8R 6R5",48.43053811,-123.3302201,000-789-208
"AGIUS, KIEL",Professional,North Park,2019,2020,"835 FISGARD ST
VICTORIA BC  V8W 1R9",48.42902238,-123.3600508,1517150
LOMBARD NORTH GROUP INC,Professional,North Park,2015,2021,"836 CORMORANT ST
VICTORIA BC  V8W 1R1",48.42880503,-123.3603274,1517020
ADAM PARKES,Professional,North Park,2018,2022,"1806 VANCOUVER ST
VICTORIA BC  V8T 5E3",48.4299984,-123.3561304,1499053
ALBERTO LAW,Professional,North Park,2016,2022,"1519 AMELIA ST
VICTORIA BC  V8W 2K1",48.42818073,-123.3601342,014-885-565
"ATLUNG SUTKER, CHARLOTTE",Professional,North Park,2013,2022,"6-1517 AMELIA ST
VICTORIA BC  V8W 2J9",48.42798114,-123.3602007,1520001
BOUNDLESS MEDICAL BC LTD,Professional,North Park,2022,2022,"847 FISGARD ST
VICTORIA BC  V8W 1R9",48.42902238,-123.3600508,1517150
CANACHINA INTERNATIONAL IMMIGRATION SERVICES,Professional,North Park,2019,2022,"837 FISGARD ST
VICTORIA BC  V8W 1R9",48.42902238,-123.3600508,1517150
CHRISTINE LINTOTT ARCHITECTS INC,Professional,North Park,2012,2022,"1-864 QUEENS AVE
VICTORIA BC  V8T 1M5",48.4341086,-123.35845,7505008
"DOWLING, JUDITH",Professional,North Park,2016,2022,"8-1517 AMELIA ST
VICTORIA BC  V8W 2J9",48.42798114,-123.3602007,1520001
DR S LOHASBE INC,Professional,North Park,2012,2022,"1525 AMELIA ST
VICTORIA BC  V8W 2K1",48.42830962,-123.3601167,1519012
FERNWOOD VETERINARY CLINIC,Professional,North Park,2019,2022,"955 NORTH PARK ST
VICTORIA BC  V8T 1C4",48.42947282,-123.3561068,1498007
GLEN MITCHELL LAND SURVEYOR INC,Professional,North Park,2012,2022,"1030 NORTH PARK ST
VICTORIA BC  V8T 1C6",48.42989092,-123.3542509,1499032
HEART & HANDS HEALTH COLLECTIVE LTD,Professional,North Park,2012,2022,"851 CORMORANT ST
VICTORIA BC  V8W 1R2",48.42841236,-123.3598668,1519018
KARLA DOLINSKY COUNSELLING,Professional,North Park,2020,2022,"3-1517 AMELIA ST
VICTORIA BC  V8W 2J9",48.42798114,-123.3602007,1520001
LADR LANDSCAPE ARCHITECTS INC,Professional,North Park,2017,2022,"3-864 QUEENS AVE
VICTORIA BC  V8T 1M5",48.4341086,-123.35845,7505008
MARSHALL ALLEN AND MASSEY,Professional,North Park,2012,2022,"1519 AMELIA ST
VICTORIA BC  V8W 2K1",48.42818073,-123.3601342,014-885-565
"MCLEOD, DONALD R",Professional,North Park,2012,2022,"103-832 FISGARD ST
VICTORIA BC  V8W 1S1",48.42941708,-123.3604318,017-830-575
MEDICINE MOVES COUNSELLING,Professional,North Park,2020,2022,"843 FISGARD ST
VICTORIA BC  V8W 1R9",48.42902238,-123.3600508,1517150
PANDORA CLINIC,Professional,North Park,2012,2022,"922 PANDORA AVE
VICTORIA BC  V8V 3P3",48.42777936,-123.3578124,1496005
PARKES & COMPANY,Professional,North Park,2012,2022,"1806 VANCOUVER ST
VICTORIA BC  V8T 5E3",48.4299984,-123.3561304,1499053
PHOENIX NEUROFEEDBACK,Professional,North Park,2021,2022,"7-1517 AMELIA ST
VICTORIA BC  V8W 2J9",48.42798114,-123.3602007,1520001
STS PAIN PHARMACY,Professional,North Park,2013,2022,"820 CORMORANT ST
VICTORIA BC  V8W 1R1",48.42883858,-123.3608817,1517024
TIA LARKIN COUNSELLING,Professional,North Park,2019,2022,"6-1517 AMELIA ST
VICTORIA BC  V8W 2J9",48.42798114,-123.3602007,1520001
OLYMPIC PHYSIOTHERAPY SERVICES,Professional,Oaklands,2012,2020,"245-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-941
"GUNN, DR ADAM",Professional,Oaklands,2012,2021,"265-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-925
ANTHONY NIELSEN MD INC,Professional,Oaklands,2013,2022,"215-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-976
"BEBB, DR RICHARD",Professional,Oaklands,2019,2022,"230-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-477-997
"BEYAK, DR BRENT  L",Professional,Oaklands,2012,2022,"155-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-909
BROWNE ASSOCIATES,Professional,Oaklands,2012,2022,"1633 HILLSIDE AVE
VICTORIA BC  V8T 2C4",48.44496762,-123.3343554,8601023
C BACSU MD INC.,Professional,Oaklands,2013,2022,"101-1503 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.4428881,-123.3394153,8592062
"CABRITA, DR ANNA",Professional,Oaklands,2012,2022,"3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-077
CASCADIA LASER,Professional,Oaklands,2019,2022,"347-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-026
"CHIN, DR JACK",Professional,Oaklands,2012,2022,"3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-077
CITY PETS ANIMAL CLINIC,Professional,Oaklands,2015,2022,"106-3021 SHAKESPEARE ST
VICTORIA BC  V8R 4H6",48.44423452,-123.3354453,8602010
DAREN J ANTON CHARTERED PROFESSIONAL ACCOUNTANT,Professional,Oaklands,2022,2022,"3021 SHAKESPEARE ST
VICTORIA BC  V8R 4H6",48.44423452,-123.3354453,8602010
DAVID A. BUSCH LAW CORPORATION,Professional,Oaklands,2021,2022,"1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,8601113
"DJURICKOVIC, DR SLOBODAN",Professional,Oaklands,2013,2022,"305-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-069
DOCBRACES,Professional,Oaklands,2022,2022,"310-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-109
DOCTOR'S MEDICAL CLINIC,Professional,Oaklands,2012,2022,"215-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-976
"DOMKE, DR HERBERT L",Professional,Oaklands,2012,2022,"360-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-036
"DOYLE, DR DONNA  L",Professional,Oaklands,2012,2022,"235-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-950
"DR ADELLA GERRY, ND",Professional,Oaklands,2017,2022,"335-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-034
DR ANTHONY REA INC,Professional,Oaklands,2012,2022,"290-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-240-951
DR C GRADY O'NEILL INC,Professional,Oaklands,2012,2022,"205-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-984
DR D HARRISON INC,Professional,Oaklands,2020,2022,"212-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-477-971
DR JOHN SHAW INC,Professional,Oaklands,2017,2022,"130-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-843-403
DR KARIN DOWN & DR HUGH DOWN INC,Professional,Oaklands,2012,2022,"388-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-061
DR MELISSA GANSNER,Professional,Oaklands,2018,2022,"265-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-925
DR MICHAEL N BINSTEAD,Professional,Oaklands,2012,2022,"1656 HAULTAIN ST
VICTORIA BC  V8R 2K9",48.43631455,-123.3338079,8562016
DR OLIVIA M DAM INC.,Professional,Oaklands,2012,2022,"300-1537 HILLSIDE AVE
VICTORIA BC  V8T 4Y2",48.44348214,-123.3375697,8603001
DR PRIYA MANJOO INC.,Professional,Oaklands,2012,2022,"230-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-477-997
DR. BRYAN FRIEDMANN OPTOMETRIST,Professional,Oaklands,2019,2022,"201-1581 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.44403728,-123.3364261,8603006
DR. JESSICA MORETTI,Professional,Oaklands,2015,2022,"140-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-843-390
DR. JOANNA CHEEK,Professional,Oaklands,2017,2022,"265-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-925
DR. NATHAN HOAG INC,Professional,Oaklands,2018,2022,"101-1503 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.4428881,-123.3394153,8592062
"DUMITRESCU, CORINA  T",Professional,Oaklands,2014,2022,"150-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-843-381
ELEMENTS OF HEALTH CENTRE,Professional,Oaklands,2012,2022,"206-1581 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.44403728,-123.3364261,8603006
"FINNIGAN, DR PATRICK",Professional,Oaklands,2012,2022,"2710 SHELBOURNE ST
VICTORIA BC  V8R 4M2",48.43828916,-123.333754,8563013
FIONA HUGHES LAW CORPORATION,Professional,Oaklands,2018,2022,"109-1633 HILLSIDE AVE
VICTORIA BC  V8T 2C4",48.44496762,-123.3343554,8601023
"FISHER, HARRIS J",Professional,Oaklands,2018,2022,"206-1581 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.44403728,-123.3364261,8603006
GAUER OLSEN INC,Professional,Oaklands,2012,2022,"115-1537 HILLSIDE AVE
VICTORIA BC  V8T 4Y2",48.44348214,-123.3375697,8603001
GOODHEART CARDIOLOGY CENTER,Professional,Oaklands,2013,2022,"330-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-125
"GRAY, JASON H",Professional,Oaklands,2012,2022,"380-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-052
HANDWORKS PHYSIOTHERAPY AND HAND CLINIC,Professional,Oaklands,2020,2022,"260-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-240-986
HILLSIDE DENTAL CENTRE,Professional,Oaklands,2012,2022,"15-1644 HILLSIDE AVE
VICTORIA BC  V8T 2C5",48.44600702,-123.3363263,V06001008
HILLSIDE OPTOMETRY CLINIC,Professional,Oaklands,2012,2022,"24-1644 HILLSIDE AVE
VICTORIA BC  V8T 2C5",48.44600702,-123.3363263,V06001008
HILLSIDE PEDIATRICS,Professional,Oaklands,2015,2022,"340-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-133
"IRISH, ROBERT",Professional,Oaklands,2013,2022,"3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-077
"KACHAN, DR PAUL",Professional,Oaklands,2013,2022,"130-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-843-403
"KINAHAN, DR JOHN",Professional,Oaklands,2012,2022,"101-1503 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.4428881,-123.3394153,8592062
LANDSDOWNE NATUROPATHIC CENTER,Professional,Oaklands,2018,2022,"240-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-240-960
LANDSDOWNE NATUROPATHIC CENTRE,Professional,Oaklands,2016,2022,"240-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-240-960
LANSDOWNE PROFESSIONAL CTR II,Professional,Oaklands,2012,2022,"357-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-018
"LEDUC, DR EUGENE  R",Professional,Oaklands,2012,2022,"215-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-976
"MERALI, DR NAZMUDDIN",Professional,Oaklands,2012,2022,"365-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-000
"MIRCHOFF, DR WILLIAM  F",Professional,Oaklands,2012,2022,"350-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-001
OAKLANDS DENTAL,Professional,Oaklands,2015,2022,"202-1581 HILLSIDE AVE
VICTORIA BC  V8T 2C1",48.44403728,-123.3364261,8603006
OAKLANDS HEALTH,Professional,Oaklands,2016,2022,"325-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-042
OAKLANDS VETERINARY HOSPITAL,Professional,Oaklands,2018,2022,"3115 CEDAR HILL RD
VICTORIA BC  V8T 3J4",48.44714626,-123.3442732,8610055
PAN ZENG ACUPUNCTURE & CHINESE MED,Professional,Oaklands,2012,2022,"370-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-044
PEARL HEALTHCARE,Professional,Oaklands,2019,2022,"335-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-431-034
"ROSSI, DR SIKINA",Professional,Oaklands,2012,2022,"145-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,023-664-703
"SIDHU, DR TEJINDER  K",Professional,Oaklands,2012,2022,"255-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-933
SOUTH ISLAND MEDICAL AESTHETICS INC,Professional,Oaklands,2012,2022,"225-3066 SHELBOURNE ST
VICTORIA BC  V8R 6T9",48.44500599,-123.3337876,017-430-968
"STEWART, MELISSA",Professional,Oaklands,2022,2022,"200B-3060 CEDAR HILL RD
VICTORIA BC  V8T 3J5",48.44728411,-123.3448296,018-234-542
SULLIVAN COUNSELLING LTD,Professional,Oaklands,2021,2022,"330-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-125
"TRENT, HALEY",Professional,Oaklands,2022,2022,"200B-3060 CEDAR HILL RD
VICTORIA BC  V8T 3J5",48.44728411,-123.3448296,018-234-542
"TULSIANI, DR SURESH",Professional,Oaklands,2012,2022,"160-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-843-373
"VERES, DR LISA",Professional,Oaklands,2012,2022,"130-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-843-403
VICTORIA COUNSELLING AND THERAPY,Professional,Oaklands,2019,2022,"330-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-125
VICTORIA EYE,Professional,Oaklands,2014,2022,"300-1537 HILLSIDE AVE
VICTORIA BC  V8T 4Y2",48.44348214,-123.3375697,8603001
"VUCIC, DR MARINA",Professional,Oaklands,2012,2022,"395-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,013-241-095
WEST COAST MEDICAL IMAGING INC,Professional,Oaklands,2014,2022,"210-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",48.44500599,-123.3337876,023-477-962
VAN TASSEL LAW,Professional,Rockland,2018,2021,"101-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,023-659-971
"WYLLIE, DR STEVEN",Professional,Rockland,2012,2021,"306-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,024-579-521
ACADEMY DENTAL,Professional,Rockland,2017,2022,"1195 FORT ST
VICTORIA BC  V8V 3L1",48.42269544,-123.3500393,3291002
ALDERLEA COUNSELLING AND FACILITATION,Professional,Rockland,2021,2022,"1183 FORT ST
VICTORIA BC  V8V 3L1",48.42273198,-123.3503769,V02911023
"ALEXANDER, NICOLE",Professional,Rockland,2021,2022,"1183 FORT ST
VICTORIA BC  V8V 3L1",48.42273198,-123.3503769,V02911023
BIOSHAPE LABS,Professional,Rockland,2022,2022,"306-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,024-579-521
DR MARGARET B ONOSZKO INC,Professional,Rockland,2013,2022,"308-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,024-579-548
DYAN DAVISON LAW CORPORATION,Professional,Rockland,2016,2022,"101-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,023-659-971
ELEMENTS DENTAL,Professional,Rockland,2022,2022,"303-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,025-048-104
ISLAND VETERINARY EYE SPECIALIST,Professional,Rockland,2022,2022,"1045 LINDEN AVE
VICTORIA BC  V8V 3L1",48.42273198,-123.3503769,V02911023
ROBERT J KLASSEN LAW CORPORATION,Professional,Rockland,2012,2022,"1508 DESPARD AVE
VICTORIA BC  V8S 1T3",48.41862382,-123.337546,4311015
SMILES BY DESIGN,Professional,Rockland,2015,2022,"104-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,023-660-007
"STERLING STANFORD, CHARTERED PROFESSIONAL ACCOUNTANTS",Professional,Rockland,2013,2022,"307-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",48.42629012,-123.3353198,024-579-530
